Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Postal Code,Borough,Cluster_Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,Theme
Parkwoods,43.7532586,-79.3296565,4b8991cbf964a520814232e3,Allwyn's Bakery,43.759840352031574,-79.32471879917513,Caribbean Restaurant,M3A,North York,2,Park,Convenience Store,Bus Stop,Pharmacy,Shopping Mall,Gourmet Mall
Parkwoods,43.7532586,-79.3296565,58a8dcaa6119f47b9a94dc05,A&W,43.760643076161315,-79.3268649067081,Fast Food Restaurant,M3A,North York,2,Park,Convenience Store,Bus Stop,Pharmacy,Shopping Mall,Gourmet Mall
Parkwoods,43.7532586,-79.3296565,4c0150f4716bc9b65b9dbb55,Spicy Chicken House,43.76063939666398,-79.3256706077173,Chinese Restaurant,M3A,North York,2,Park,Convenience Store,Bus Stop,Pharmacy,Shopping Mall,Gourmet Mall
Victoria Village,43.725882299999995,-79.31557159999998,4f3ecce6e4b0587016b6f30d,Portugril,43.725818762672425,-79.31278541470671,Portuguese Restaurant,M4A,North York,1,Coffee Shop,Men's Store,Grocery Store,Portuguese Restaurant,Sporting Goods Shop,Mid-work Boost
Victoria Village,43.725882299999995,-79.31557159999998,4d689350b6f46dcb77ee15b2,The Frig,43.72705130603407,-79.3174176090868,French Restaurant,M4A,North York,1,Coffee Shop,Men's Store,Grocery Store,Portuguese Restaurant,Sporting Goods Shop,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,5612b1cc498e3dd742af0dc8,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,57e0745a498ea809dbf75f68,Souk Tabule,43.65375556880743,-79.35439006096169,Mediterranean Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,53a22c92498ec91fda7ce133,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,4ad776eef964a520e20a21e3,Mangia and Bevi Resto-Bar,43.652249517927686,-79.36635530500347,Italian Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,51ddecee498e1ffd34185d2f,El Catrin,43.650600737117,-79.35892024942333,Mexican Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,4ada57aff964a520972121e3,Sukhothai,43.65844446553953,-79.36568085121628,Thai Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,4cbdc6784495721ea262617a,Fusaro's,43.653346798266185,-79.3695173175514,Italian Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,561ffc99498e1468dac63cdd,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,56423155498e78e89181cb44,Cluck Clucks,43.64964842651325,-79.3664078057654,Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,505bacb2e4b0474d876eb78c,Paintbox Bistro,43.66005047590362,-79.36285470971839,Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,4b72f550f964a5202e922de3,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,4ee1490961aff90fe37e76da,Qi sushi,43.662551807626976,-79.36425843422569,Sushi Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,59cd8a18e179105e08f003c6,Sukhothai,43.653700903664294,-79.35444653590791,Thai Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,4adc95f3f964a520912d21e3,Sushi Bar,43.65879825022111,-79.35008516753265,Sushi Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,52af6dc5498e33995b0bbf03,Sultan Of Samosas,43.660227497874445,-79.36622571571063,Indian Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Regent Park, Harbourfront",43.6542599,-79.3606359,548bb041498eff940205b644,King's Place647-352-0786,43.658278219451866,-79.37092509166455,Pakistani Restaurant,M5A,Downtown Toronto,1,Coffee Shop,Pub,Diner,Theater,Café,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4ccc5aebee23a14370591ea8,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Vietnamese Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4b5f1f11f964a52047a729e3,Yuki Japanese Restaurant,43.72060971477955,-79.45611946822187,Sushi Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,55fc4738498ea821b8d881ae,The Burger's Priest,43.7207893797841,-79.45676631978056,Fast Food Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,52ae475e498e1d931502955d,Krystos,43.71851626753136,-79.45585522412502,Greek Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4b0ecb01f964a5201b5b23e3,Harvey's,43.71533697302975,-79.45539587874885,Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,5c426e34065ef5002c050b40,Tora Aburi Sushi,43.724257,-79.455383,Sushi Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4be35c5eb02ec9b64c644fc0,Red Lobster,43.718952,-79.456245,Seafood Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4becbb0b0ddaa593c5041ec3,Burger King,43.71420964667736,-79.45639595389365,Fast Food Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4fd29768e4b008dc358830f5,Viet House,43.71832569840717,-79.45737310259787,Vietnamese Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4af3820ef964a5203dee21e3,Shoeless Joe's,43.71862536,-79.45599258,Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,4b008142f964a520fc3e22e3,Wendy’s,43.712991430875434,-79.46135383914225,Fast Food Restaurant,M6A,North York,1,Fast Food Restaurant,Clothing Store,Coffee Shop,Accessories Store,Vietnamese Restaurant,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4a8355bff964a520d3fa1fe3,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4afca145f964a5208e2422e3,Tokyo Sushi,43.66588533093685,-79.38697684868161,Sushi Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4fb593c0e4b05a76e2ab2951,Como En Casa,43.66516,-79.384796,Mexican Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4ad4c061f964a520abf720e3,Tokyo Grill,43.665085238149395,-79.38470692554789,Japanese Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,534c20fa498ee7bc010834ce,Sansotei Ramen 三草亭,43.66673479451701,-79.3853530009483,Ramen Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4b744336f964a520d8d02de3,Somethin' 2 Talk About,43.65839479027969,-79.38533765920816,Middle Eastern Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4aeb711ef964a52017c221e3,Vegetarian Haven,43.656016028357094,-79.39275777420029,Vegetarian / Vegan Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4a72360ef964a52098da1fe3,Ethiopian House,43.666598704396804,-79.38566906742606,Ethiopian Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,5bd2379cbcbf7a0039a2d7b9,Storm Crow Manor,43.666839856950226,-79.38159278029705,Theme Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,52f6816f11d24a43115dc834,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,539c6f13498e06f4cc765165,The Elm Tree Restaurant,43.65739749535259,-79.38376054171512,Modern European Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4bedf8b5e24d20a17b567214,Kothur Indian Cuisine,43.667872295582065,-79.38565911153148,Indian Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4bdcc9cf462b2d7f1f65113c,Wish,43.66875926600152,-79.38569365317709,Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,5966b520fc9e94307406dafe,Si Lom,43.66501007731949,-79.38068288199048,Thai Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4ae7b27df964a52068ad21e3,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4b2bd898f964a52042bc24e3,Kinka Izakaya Original,43.66059636632362,-79.37889120754515,Japanese Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4caf69ae9b34199c9a2ab763,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,5a62412b1108ba191da5ba06,KAKA,43.65745745164475,-79.38419169987877,Japanese Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,554ea8bd498efa064ec03031,Paramount Fine Foods,43.67067671443592,-79.38986486034777,Middle Eastern Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4af30f13f964a52030ea21e3,Trattoria Nervosa,43.67101871082308,-79.39108133032904,Italian Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4ae3398ff964a520ed9121e3,Red Lobster,43.656328,-79.38362099999999,Seafood Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4e52a293483bf6d4ed3a4665,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,5a1f102a646e38375b20d8fd,Rolltation,43.669388,-79.386566,Sushi Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,560b1653498e1a2dfa4af722,Kinton Ramen,43.66063169500672,-79.37887964897601,Ramen Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,57f03361498e6431043a9608,Sabai Sabai,43.67064720546647,-79.38485656424602,Thai Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,4ad4c05ff964a5203af720e3,Yamato Japanese Restaurant,43.670683304319134,-79.39105580388929,Japanese Restaurant,M7A,Downtown Toronto,1,Coffee Shop,Park,Japanese Restaurant,Sushi Restaurant,Café,Mid-work Boost
"Malvern, Rouge",43.806686299999996,-79.19435340000003,4b6718c2f964a5203f3a2be3,Harvey's,43.800020475834614,-79.19830662127322,Restaurant,M1B,Scarborough,0,Coffee Shop,Fast Food Restaurant,Trail,Restaurant,Spa,Leisure
"Malvern, Rouge",43.806686299999996,-79.19435340000003,4bb6b9446edc76b0d771311c,Wendy’s,43.807448419347566,-79.19905558052072,Fast Food Restaurant,M1B,Scarborough,0,Coffee Shop,Fast Food Restaurant,Trail,Restaurant,Spa,Leisure
"Malvern, Rouge",43.806686299999996,-79.19435340000003,579a91b3498e9bd833afa78a,Wendy's,43.8020084,-79.19807970000001,Fast Food Restaurant,M1B,Scarborough,0,Coffee Shop,Fast Food Restaurant,Trail,Restaurant,Spa,Leisure
"Malvern, Rouge",43.806686299999996,-79.19435340000003,4b914562f964a520d4ae33e3,Caribbean Wave,43.798557859976256,-79.19577725412623,Caribbean Restaurant,M1B,Scarborough,0,Coffee Shop,Fast Food Restaurant,Trail,Restaurant,Spa,Leisure
"Malvern, Rouge",43.806686299999996,-79.19435340000003,4ceaa2f0f8653704f906bec4,Mr Jerk,43.80126221955428,-79.19975818333775,African Restaurant,M1B,Scarborough,0,Coffee Shop,Fast Food Restaurant,Trail,Restaurant,Spa,Leisure
"Malvern, Rouge",43.806686299999996,-79.19435340000003,4c706524df6b8cfab244b84d,Charley's Exotic Cuisine,43.80098159718747,-79.20023292303084,Chinese Restaurant,M1B,Scarborough,0,Coffee Shop,Fast Food Restaurant,Trail,Restaurant,Spa,Leisure
"Malvern, Rouge",43.806686299999996,-79.19435340000003,4b60878af964a520d9eb29e3,Mr. Greek,43.79985340674474,-79.19823358305395,Greek Restaurant,M1B,Scarborough,0,Coffee Shop,Fast Food Restaurant,Trail,Restaurant,Spa,Leisure
Don Mills,43.745905799999996,-79.352188,4b0aed06f964a520202a23e3,Island Foods,43.74586607398898,-79.34603533317939,Caribbean Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4b0aed06f964a520202a23e3,Island Foods,43.74586607398898,-79.34603533317939,Caribbean Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,53bafb4f498eb927faa3cd9e,Matsuda Japanese Cuisine & Teppanyaki,43.74549366550304,-79.34582141079444,Japanese Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,53bafb4f498eb927faa3cd9e,Matsuda Japanese Cuisine & Teppanyaki,43.74549366550304,-79.34582141079444,Japanese Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4b639286f964a5203c842ae3,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4b639286f964a5203c842ae3,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4af0bb68f964a520aade21e3,Thai One On,43.754583094766424,-79.35154293935814,Thai Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4af0bb68f964a520aade21e3,Thai One On,43.754583094766424,-79.35154293935814,Thai Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4c90e5059087199ca2c6af31,Dragon Pearl Buffet 龍珠,43.75369318998213,-79.34973027195959,Asian Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4c90e5059087199ca2c6af31,Dragon Pearl Buffet 龍珠,43.75369318998213,-79.34973027195959,Asian Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4bd5bd1a29eb9c7434ce93e1,Teriyaki Experience,43.75446786614047,-79.35142413697658,Japanese Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4bd5bd1a29eb9c7434ce93e1,Teriyaki Experience,43.75446786614047,-79.35142413697658,Japanese Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4ae4da54f964a520d49e21e3,Mr. Greek,43.75438629318072,-79.35168960659243,Greek Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4ae4da54f964a520d49e21e3,Mr. Greek,43.75438629318072,-79.35168960659243,Greek Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4b53b917f964a52038a927e3,Swiss Chalet,43.753119380888904,-79.357777162287,Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.745905799999996,-79.352188,4b53b917f964a52038a927e3,Swiss Chalet,43.753119380888904,-79.357777162287,Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4bdaff7463c5c9b67bcb2568,Sorento Restaurant,43.72657509457232,-79.34198930569546,Italian Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4bdaff7463c5c9b67bcb2568,Sorento Restaurant,43.72657509457232,-79.34198930569546,Italian Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b36ac26f964a520623a25e3,Kaiseki Yu-Zen Hashimoto,43.72093136943524,-79.33718506953987,Japanese Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b36ac26f964a520623a25e3,Kaiseki Yu-Zen Hashimoto,43.72093136943524,-79.33718506953987,Japanese Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4aec790bf964a5208fc721e3,Memories of Japan,43.727078000000006,-79.34079399999999,Japanese Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4aec790bf964a5208fc721e3,Memories of Japan,43.727078000000006,-79.34079399999999,Japanese Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,54af5f6f498e16775481c791,Diwan,43.72500200926036,-79.33201941694439,Middle Eastern Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,54af5f6f498e16775481c791,Diwan,43.72500200926036,-79.33201941694439,Middle Eastern Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b6315b6f964a520d6612ae3,Swiss Chalet,43.726747353541775,-79.34162487001265,Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b6315b6f964a520d6612ae3,Swiss Chalet,43.726747353541775,-79.34162487001265,Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4c02b933310fc9b64fe1c461,JOEY Don mills,43.733990328997315,-79.34473422057377,New American Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4c02b933310fc9b64fe1c461,JOEY Don mills,43.733990328997315,-79.34473422057377,New American Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4edeeba1be7b760697d35b5e,Bier Markt,43.733679302271064,-79.34446421133994,Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4edeeba1be7b760697d35b5e,Bier Markt,43.733679302271064,-79.34446421133994,Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,575df9d8498e7735831f2f03,Taylors Landing,43.733923568032324,-79.3451686882006,Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,575df9d8498e7735831f2f03,Taylors Landing,43.733923568032324,-79.3451686882006,Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,5686b77338faf7478eb6c6aa,Asian Legend,43.7265905030894,-79.34218786843495,Dim Sum Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,5686b77338faf7478eb6c6aa,Asian Legend,43.7265905030894,-79.34218786843495,Dim Sum Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b2d6fb4f964a520a5d624e3,Genghis Khan Mongolian Grill,43.7269059862849,-79.34121626053623,Asian Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b2d6fb4f964a520a5d624e3,Genghis Khan Mongolian Grill,43.7269059862849,-79.34121626053623,Asian Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b4bd8c0f964a52078a926e3,Jack Astor's Bar & Grill,43.73459420554145,-79.34379672236948,Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b4bd8c0f964a52078a926e3,Jack Astor's Bar & Grill,43.73459420554145,-79.34379672236948,Restaurant,M3C,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
Don Mills,43.72589970000001,-79.340923,4b046a62f964a520035422e3,Harvey's,43.72660258853757,-79.34103479447748,Restaurant,M3B,North York,1,Coffee Shop,Restaurant,Japanese Restaurant,Gym,Burger Joint,Mid-work Boost
