Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Postal Code,Borough,Cluster_Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,Theme
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,4ad69511f964a520e40721e3,The Keg Steakhouse + Bar - York Street,43.649986593185695,-79.38410336664538,Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,5b5bca904aa3f8002c97f85d,Fresh On Front,43.64781466405137,-79.37445276186271,Vegetarian / Vegan Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,5214e7c111d2a83379eae21f,The Chase,43.6509519820936,-79.37942201983014,New American Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,4b56a44ff964a5206e1728e3,The Keg Steakhouse + Bar - Esplanade,43.64671207408792,-79.3747676163912,Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,4b49183ff964a520a46526e3,Terroni,43.650927,-79.375602,Italian Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,50468014e4b01c18bb731df8,Bosk at Shangri-La,43.64902273676152,-79.38582635521233,Asian Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,574ad72238fa943556d93b8e,Gyu-Kaku Japanese BBQ,43.65142227549792,-79.37504693687086,Japanese Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,5aff06ca6e4650002cc6286b,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,50b7c53616485cd9efad60d5,Sukhothai,43.6484871024991,-79.37454735245633,Thai Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,4b0f3cd2f964a520b66023e3,Biff's Bistro,43.64708482512509,-79.37634231908494,French Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,529612de11d2ab526191ccc9,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,5321f4d9e4b07946702e6e08,Byblos Toronto,43.64761505417177,-79.3883810317138,Mediterranean Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,534effeb498e6464d5c4885c,Market Street Catch,43.648501423964824,-79.3718080237409,Seafood Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,4af618daf964a520220122e3,GEORGE Restaurant,43.653346456350356,-79.3744449051126,Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,50fd7b1b582f9d035e57a426,The Works Gourmet Burger Bistro,43.648742,-79.374142,Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,595e825350a6f05c631431b0,Buster's Sea Cove,43.647774105842885,-79.37918080262172,Seafood Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,4b72f550f964a5202e922de3,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant,M5L,Downtown Toronto,1,Coffee Shop,Hotel,Café,Restaurant,Beer Bar,Mid-work Boost
"North Park, Maple Leaf Park, Upwood Park",43.71375620000001,-79.4900738,4b7f28a0f964a5202d1b30e3,Dynasty House,43.705058299367984,-79.49244632573384,Dim Sum Restaurant,M6L,North York,2,Coffee Shop,Bakery,Pizza Place,Park,Gas Station,Gourmet Mall
"North Park, Maple Leaf Park, Upwood Park",43.71375620000001,-79.4900738,4c7ef047171b224b9d800fb1,Lucky Dragon Chinese Food,43.719462802508936,-79.48075509183974,Chinese Restaurant,M6L,North York,2,Coffee Shop,Bakery,Pizza Place,Park,Gas Station,Gourmet Mall
"North Park, Maple Leaf Park, Upwood Park",43.71375620000001,-79.4900738,4b65de5cf964a520f8042be3,Red & White Mediterranean Cuisine,43.705090000000006,-79.49256,Mediterranean Restaurant,M6L,North York,2,Coffee Shop,Bakery,Pizza Place,Park,Gas Station,Gourmet Mall
Humber Summit,43.7563033,-79.56596329999998,4c38a244ae2da5937cfa00c6,Albertos Trattoria,43.74874379176006,-79.56071440268924,Italian Restaurant,M9L,North York,2,Electronics Store,Bakery,Pizza Place,Shopping Mall,Park,Gourmet Mall
"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.23947609999998,4c2bcdf18ef52d7f16fc31ba,Big Boy's Burgers,43.721751,-79.236301,Restaurant,M1M,Scarborough,2,Pizza Place,Ice Cream Shop,Beach,Sports Bar,Park,Gourmet Mall
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,58ba1f446d349d32d862ff70,Daldongnae,43.78972879937165,-79.41810431599762,Korean Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,4e3623b9fa7656ba3178b373,The Fry,43.788909028514425,-79.4180911852158,Korean Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,4b9ecde7f964a5202d0337e3,Cho Won Family Restaurant,43.78696808114668,-79.41797655377844,Korean Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,4af4c64df964a5200ef621e3,Jungsoo Nae 정수네,43.783590292508485,-79.41647956104646,Korean Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,56213166498e38425934a7c2,Katsuya,43.79006301777017,-79.41812192412795,Japanese Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,4d646f39801854819cc04a68,Altona Kebob,43.79121308121635,-79.41799377823828,Middle Eastern Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,4b43dde2f964a52099ec25e3,Earth Indian Restaurant,43.787524015599615,-79.41746600913504,Indian Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,4b3ba770f964a520137825e3,Kenzo Ramen,43.793332806758755,-79.41919154575643,Ramen Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,5185ea3a498ea00e93917770,Altona Kebab,43.79123020687757,-79.4181750303337,Middle Eastern Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,513946c8e4b0cff955849a7d,Gangnam Style 강남스타일,43.790938,-79.41879499999999,Korean Restaurant,M2M,North York,1,Korean Restaurant,Café,Pizza Place,Middle Eastern Restaurant,Coffee Shop,Mid-work Boost
Studio District,43.6595255,-79.340923,4afef85ff964a5204a3222e3,Reliable Halibut and Chips,43.660874,-79.340938,Seafood Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,519d414a498e6cc21f677ff4,Tabule,43.659730965343634,-79.3463408134466,Middle Eastern Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4b1169f6f964a520177c23e3,Baldini,43.661299966369135,-79.33902686943661,Italian Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4ec03c1329c25ce5a22fca40,Ascari Enoteca,43.662054316048014,-79.33545691089822,Italian Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,53af0086498eb15122135e6a,Completo,43.66255039511819,-79.33404945763402,Latin American Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,53c4629f498ef9114ca25be3,braised,43.660451867292366,-79.34334606916272,American Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,53aa1f88498e13bffd98b62e,eastside social,43.66128890198289,-79.33915476536174,Comfort Food Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4ada456ff964a520c22021e3,Hanoi 3 Seasons,43.662199311171825,-79.33457571173595,Vietnamese Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4bc37b7c920eb713b4851d2c,Ruby WatchCo.,43.659149101633645,-79.34916965901455,Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,5338a65c498e46f6db9d3220,Kibo Sushi House,43.662633,-79.332677,Sushi Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,593227210531e8316474a80e,Gare De L'est,43.665024439290725,-79.34137522699689,French Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,5ba55b9ae0c0c9002c29d056,EAT BKK Thai Kitchen,43.66045,-79.343113,Thai Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4b05d9a3f964a5205ce422e3,Batifole,43.66665129353464,-79.34726110140059,French Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,5240e04fbce607d489eb95d9,The Real Jerk Restaurant,43.667734646042526,-79.34283873302478,Caribbean Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,529921fa11d2ec80b7868277,Brooklyn Tavern,43.6619369746749,-79.33593786927155,American Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4c0536289a7920a1714ad279,Bach Yen,43.66660030737588,-79.3475186610204,Vietnamese Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,55f07a51498ef8afddf53c9c,Mean Bao,43.659232,-79.348011,Chinese Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4b68ccd1f964a5208d8d2be3,Maple Leaf Tavern,43.668273749082175,-79.34009173600944,American Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4b9567c4f964a520daa034e3,Pho Que Ling,43.66604843354207,-79.34924136659451,Vietnamese Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,57812342cd10afc6f76161db,Barrio Cerveceria,43.66043013260823,-79.34350897486634,Latin American Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4ae77362f964a52069ab21e3,Mi Mi Restaurant,43.66629336492295,-79.3490786424722,Vietnamese Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,573fa903498e30312c62c82b,Greta Solomon's,43.6619,-79.3315,French Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4af5eb2af964a520cffe21e3,Simon's Wok,43.66702629497103,-79.34556905326276,Vegetarian / Vegan Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4adc95f3f964a520912d21e3,Sushi Bar,43.65879825022111,-79.35008516753265,Sushi Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4ad4c060f964a5207bf720e3,Gio Rana's Really Really Nice Restaurant,43.66336657355032,-79.33042524525726,Italian Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4b92f6ecf964a520e52a34e3,The Friendly Thai,43.66322493233071,-79.33048838834449,Thai Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,4ae0b220f964a520b88121e3,Leslie Jones,43.662960037517394,-79.33183392676449,American Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
Studio District,43.6595255,-79.340923,51ce40c2498ee7d5fe865ccc,Liberty Shawarma,43.65894028108567,-79.3497153295668,Falafel Restaurant,M4M,East Toronto,1,Coffee Shop,Bar,Café,Diner,Bakery,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,588cf74e5289302f30e711e1,Darbar Persian Grill,43.735484,-79.420006,Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4aec5a49f964a52044c621e3,Tutto Pronto,43.728235080973434,-79.41808634471838,Italian Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,50521bc4e4b0252d054ee36b,Drums N Flats,43.73503512478632,-79.42003978035156,Comfort Food Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,54bd9fa8498e72620bb03b45,Francobollo,43.73455692305577,-79.41954908679143,Italian Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4d796616542ab1f75eb87c41,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4bcba746fb84c9b65d5a1f3e,Satay on the Road,43.73531031200923,-79.41978338676937,Thai Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4ffa10f4e4b0956dd65a4aae,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4e30609b922e065e29f3a61b,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4ad4c05cf964a520cbf520e3,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4bc13313f8219c743e18b310,Il Fornaro,43.734072999999995,-79.41986999999999,Italian Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,57633db5498e4c55f77aa213,A&W,43.725813,-79.417465,Fast Food Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b4a588cf964a520af8426e3,Harvey's,43.730256015803946,-79.41858854355121,Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,4b5456fdf964a520fdb727e3,McDonald's,43.732540354289675,-79.41979624492376,Fast Food Restaurant,M5M,North York,1,Coffee Shop,Italian Restaurant,Restaurant,Fast Food Restaurant,Sandwich Place,Mid-work Boost
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.47601329999998,4aedafd1f964a52025ce21e3,Commisso Bros. & Racco Italian Bakery,43.69762110821487,-79.46854960738862,Italian Restaurant,M6M,York,1,Furniture / Home Store,Grocery Store,Discount Store,Italian Restaurant,Fast Food Restaurant,Mid-work Boost
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.47601329999998,4c7c5aed247cb60c2f0d5e5e,McDonald's,43.69983881476554,-79.47550239021301,Fast Food Restaurant,M6M,York,1,Furniture / Home Store,Grocery Store,Discount Store,Italian Restaurant,Fast Food Restaurant,Mid-work Boost
"Birch Cliff, Cliffside West",43.692657000000004,-79.2648481,511732bbe4b066680f965200,Jatujak,43.68842050666235,-79.27007325470059,Thai Restaurant,M1N,Scarborough,1,Park,Restaurant,Thai Restaurant,Diner,Gym,Mid-work Boost
"Birch Cliff, Cliffside West",43.692657000000004,-79.2648481,4c55f54b72cf0f47d41f15d7,Harvey's,43.694561082812044,-79.2759427181229,Restaurant,M1N,Scarborough,1,Park,Restaurant,Thai Restaurant,Diner,Gym,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5a02789d0a464d3112a58785,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,563d44fccd1044ad67a744fb,The Captain's Boil,43.77325521704503,-79.41380541792645,Seafood Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,57f92db0498ee70159702002,Satay Sate,43.766690000000004,-79.4121,Indonesian Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c12ccc077cea59360c0cd60,Sushi Moto Sake & Wine Bar,43.76390159157954,-79.41155904521092,Sushi Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b2c1999f964a52098c124e3,Sushi Bong,43.77542805510969,-79.41365367892402,Sushi Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,53c7201c498ef6785edb6856,Dakgogi,43.77300999884724,-79.41387458796359,Korean Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5077025ce4b05aefca37d9f9,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b2ea56cf964a52034e424e3,Owl of Minerva,43.77332781286472,-79.41391451544317,Korean Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c76920adb52b1f7a0c97bdc,Sushi One,43.76441166173842,-79.41187984957911,Japanese Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,543d5b07498e006131fa3449,Hakata Shoryuken Ramen,43.773518552895915,-79.41387203910281,Ramen Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b5c97d1f964a520a83829e3,Buk Chang Dong Soon Tofu 북창동 순두부 돌솥밥,43.777219274357755,-79.41486067859735,Korean Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b3e93dcf964a520309f25e3,Baton Rouge,43.76645494997892,-79.41222941305855,American Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,58a0ab8004f4d7127735a1ce,Sansotei Ramen 三草亭,43.77670850946814,-79.4139273965029,Ramen Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,559863b3498e5df666bf37ad,Union Social Eatery,43.76379660470405,-79.4113584939484,Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b315d90f964a520840525e3,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5b00c07c418686002c4f12f4,Sang-Ji Fried Bao,43.776573,-79.41441999999999,Dumpling Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5ab5accd6bd36b087487be93,Aburi Room,43.769197,-79.414039,Sushi Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4d892f62401a224b6ba68718,Roll.com,43.775288006642036,-79.41425610888591,Korean Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5532ead9498e3cd7914f75ee,Artisan Noodle 老碗,43.77626534484827,-79.41462986904645,Chinese Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4bb628fbef159c74e18075f7,Shawarma Max,43.766011708971185,-79.41084443679077,Middle Eastern Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4e2f7e22d1646b407b8f1651,Haida Sandwich,43.7754316787081,-79.41358715002293,Fast Food Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,544ad69a498eeb86b7a4a8d0,Kinton Ramen,43.769683759267934,-79.41304877291765,Ramen Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,537befcc498edb1da559269b,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4bec2d59415e20a14830e7bb,Lee Town Restaurant,43.76419503107473,-79.4116255620473,Chinese Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4f777209e4b0df5436c04da7,Kenzo Japanese Ramen House,43.76285050573309,-79.41142619935471,Ramen Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b832e14f964a5200dfc30e3,Wendy’s,43.768461272438536,-79.4123771060805,Fast Food Restaurant,M2N,North York,1,Coffee Shop,Pizza Place,Bubble Tea Shop,Ramen Restaurant,Korean Restaurant,Mid-work Boost
